pre_participant_id,Pre_Survey_Pre_Survey_Nr,Pre_Survey_StartDate,Pre_Survey_EndDate,Pre_Survey_Status,Pre_Survey_Progress,Pre_Survey_Duration,Pre_Survey_Finished,Pre_Survey_RecordedDate,Pre_Survey_DistributionChannel,Pre_Survey_UserLanguage,Pre_Survey_Q_RecaptchaScore,Pre_Survey_Q1,Pre_Survey_Q2,Pre_Survey_Q2_TEXT,Pre_Survey_Q3,Pre_Survey_Q4_1,Pre_Survey_Q4_1_TEXT,Pre_Survey_Q4_2,Pre_Survey_Q4_3,Pre_Survey_Q4_3_TEXT,Pre_Survey_Q6,Pre_Survey_Q7,Pre_Survey_Q7_TEXT,Pre_Survey_Q8,Pre_Survey_Q8_score,Pre_Survey_Q9,Pre_Survey_Q9_TEXT,Pre_Survey_Q10,Pre_Survey_Q11,Pre_Survey_Q11_TEXT,Pre_Survey_Q12,Pre_Survey_Q12_TEXT,Pre_Survey_Q13_1,Pre_Survey_Q13_1_score,Pre_Survey_Q13_2,Pre_Survey_Q13_2_score,Pre_Survey_Q13_3,Pre_Survey_Q13_3_score,Pre_Survey_Q13_4,Pre_Survey_Q13_4_score,Pre_Survey_Q13_5,Pre_Survey_Q13_5_score,Pre_Survey_Q13_6,Pre_Survey_Q13_6_score,Pre_Survey_Q14,Pre_Survey_Q14_TEXT,Pre_Survey_Q15,Pre_Survey_Q15_TEXT,Pre_Survey_Q16,Pre_Survey_Q16_score,Pre_Survey_Q17,Pre_Survey_Q17_TEXT,Pre_Survey_Q18,Pre_Survey_Q18_score,Pre_Survey_Q19,Pre_Survey_Q19_TEXT,Pre_Survey_Q20,Pre_Survey_Q20_TEXT,Pre_Survey_Q21_1,Pre_Survey_Q21_1_score,Pre_Survey_Q21_2,Pre_Survey_Q21_2_score,Pre_Survey_Q21_3,Pre_Survey_Q21_3_score,Pre_Survey_Q21_4,Pre_Survey_Q21_4_score,Pre_Survey_Q21_5,Pre_Survey_Q21_5_score,Pre_Survey_Q22,Pre_Survey_Q23,Pre_Survey_Q23_TEXT,Pre_Survey_Q24,Pre_Survey_Q25,Pre_Survey_Q26,Pre_Survey_Q27,Pre_Survey_Q28,Pre_Survey_Q29,Pre_Survey_Q30,finished_clean,followup_opt_in
PRE00061,2,05.03.26 23:35,05.03.26 23:54,IP Address,100,1166,True,05.03.26 23:54,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Describing the image verbally (spoken explanation);Using existing images (photos, illustrations, references);Googling;Creating diagrams or schematics",NA,Yes,NA,NA,NA,Writing and editing text;Information search and Q&A;Summarizing content;Brainstorming ideas;Programming help (generation or explanation);Decision support / advice,NA,7Ð12 months,Several times per week,NA,NA,NA,ChatGPT (image generation);Adobe Firefly;Nano Banana,NA,"Yes, occasionally",University / studies;Professional work;Social media content,NA,People / characters;Landscapes / environments;Products / mockups;Logos / icons / illustrations,NA,Moderate priority,5,High priority,6,High priority,6,Moderate priority,5,Neutral,4,High priority,6,Finding the right words;Controlling details;Maintaining consistency across images;Unexpected or incorrect interpretations,NA,"I write them entirely myself;I ask another AI (e.g., ChatGPT) to generate prompts;I use prompts from online communities",NA,Somewhat agree,5,"Artistic or style references;Composition (e.g., perspective, framing);Lighting / color;Materials / textures",NA,Somewhat easy,3,4-6,NA,As a tool;As a creative partner,NA,Agree,6,Agree,6,Agree,6,Slightly disagree,3,Neither agree nor disagree,4,80,"One person writes prompts, others evaluate;Alternating prompt creation",NA,once i have a exam of sensors where i wanted 2d image of concave or convex lens i told him i want an image in 2d but he kept giving me in 3D at last he understands my intensions,once i was preparing a presentation about renewable energy and needed a visual for solar powered village so i typed solar panels on rooftop in a green village sunny day. the result was clearly what i wanted,once i needed an image of DNA helix structure for a poster so i typed DNA strand made of binary code scientific style but the AI kept generating image that look like abstract art rather then what i wanted,i am concern about how it can generate images of people from social media like many people can use it for bad purpose,23,Female,No thanks.,TRUE,FALSE
PRE00112,2,05.03.26 23:35,05.03.26 23:36,IP Address,100,96,True,05.03.26 23:36,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Describing the image verbally (spoken explanation);Using existing images (photos, illustrations, references);Googling;Gesturing or acting things out",NA,No,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Decision support / advice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
PRE00077,1,15.03.26 19:57,15.03.26 20:08,IP Address,100,695,True,15.03.26 20:08,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Describing the image verbally (spoken explanation);Using existing images (photos, illustrations, references);Googling;Gesturing or acting things out",NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Translation and language support;Decision support / advice,NA,7Ð12 months,Less often,NA,NA,NA,ChatGPT (image generation),NA,No,Personal use / hobby;University / studies,NA,People / characters;Products / mockups,NA,Moderate priority,5,Neutral,4,Moderate priority,5,Moderate priority,5,Neutral,4,High priority,6,Unexpected or incorrect interpretations;Time spent on multiple iterations,NA,"I write them entirely myself;I ask another AI (e.g., ChatGPT) to generate prompts",NA,Somewhat agree,5,I rarely specify details,NA,Neither easy nor difficult,4,4-6,NA,As a tool,NA,Agree,6,Slightly agree,5,Agree,6,Slightly disagree,3,Neither agree nor disagree,4,90,Joint discussion of goals and criteria,NA,first slide of a presentation at uni for fun - describing friends and then seeing what picture comes out,pictures for a slide,never had it,legally quastionable? rights in general jobs changing fast - for example: marketing,22,Female,YES! I want to fill out the second survey and get a chance to win 2 cinema tickets (please write your e-mail in the text box below),TRUE,TRUE
PRE00103,2,05.03.26 23:41,05.03.26 23:47,IP Address,100,324,True,05.03.26 23:47,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Describing the image verbally (spoken explanation);Using existing images (photos, illustrations, references);Googling;Gesturing or acting things out",NA,Yes,NA,NA,NA,Information search and Q&A;Brainstorming ideas,NA,7Ð12 months,Monthly,NA,NA,NA,ChatGPT (image generation),NA,No,Personal use / hobby;Social media content,NA,People / characters,NA,High priority,6,Moderate priority,5,Neutral,4,Neutral,4,Moderate priority,5,High priority,6,Finding the right words,NA,I write them entirely myself,NA,Agree,6,"Composition (e.g., perspective, framing);Lighting / color",NA,Somewhat difficult,5,4-6,NA,As a tool,NA,Agree,6,Agree,6,Agree,6,Slightly agree,5,Neither agree nor disagree,4,90,Joint prompt writing and iteration,NA,I use it to edit older family photos of my kids,I made a video of me and my late brother from a photo,Sometimes it will get people's mouths wrong from different angles,I worry about data being out there and my privacy,54,Female,No thanks.,TRUE,FALSE
PRE00160,1,24.03.26 09:52,24.03.26 11:01,IP Address,100,4139,True,24.03.26 11:01,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Describing the image verbally (spoken explanation);Using existing images (photos, illustrations, references);Googling;Gesturing or acting things out;Creating diagrams or schematics",NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Translation and language support;Programming help (generation or explanation);Decision support / advice,NA,7Ð12 months,Monthly,NA,NA,NA,ChatGPT (image generation);DALLáE,NA,No,Personal use / hobby;University / studies;Professional work;Ideation / brainstorming,NA,People / characters;Logos / icons / illustrations;Photorealistic images;Scenes / storyboards /scenerios,NA,High priority,6,Moderate priority,5,Essential priority,7,High priority,6,Moderate priority,5,High priority,6,Knowing how to start;Finding the right words;Controlling details;Maintaining consistency across images;Unexpected or incorrect interpretations,NA,"I write them entirely myself;I ask another AI (e.g., ChatGPT) to generate prompts",NA,Agree,6,"Artistic or style references;Composition (e.g., perspective, framing);Textelements to be displayed on the image;I rarely specify details",NA,Neither easy nor difficult,4,2-3,NA,As a co-author / collaborator,NA,Strongly agree,7,Slightly agree,5,Slightly agree,5,Slightly disagree,3,Slightly agree,5,70,Joint prompt writing and iteration;Joint discussion of goals and criteria,NA,For my studies and for my work,"For the price lists of our professions, we need illustrative images. The professions were nicely presented, and I was able to have various images created in the same style.",If you want several images in the same style and with text included.,Deep Fakes,28,Female,YES! I want to fill out the second survey and get a chance to win 2 cinema tickets (please write your e-mail in the text box below),TRUE,TRUE
PRE00150,2,05.03.26 23:38,05.03.26 23:45,IP Address,100,426,True,05.03.26 23:46,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Describing the image verbally (spoken explanation);Using existing images (photos, illustrations, references);Googling;Gesturing or acting things out;Creating diagrams or schematics",NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Programming help (generation or explanation);Decision support / advice,NA,1Ð6 months,Monthly,NA,NA,NA,ChatGPT (image generation),NA,No,Personal use / hobby;Ideation / brainstorming,NA,Products / mockups;Logos / icons / illustrations,NA,Neutral,4,Moderate priority,5,Moderate priority,5,Neutral,4,Neutral,4,High priority,6,Finding the right words;Controlling details;Maintaining consistency across images;Time spent on multiple iterations,NA,I write them entirely myself,NA,Neither agree nor disagree,4,"Composition (e.g., perspective, framing)",NA,Somewhat difficult,5,4-6,NA,As a tool,NA,Slightly agree,5,Slightly agree,5,Slightly agree,5,Neither agree nor disagree,4,Slightly agree,5,100,I don't work with others,NA,"designing allotment layout with different plants, like a floorplan",AI was able to generate images of the allotment plant layout but with lots of iterations and the style is not always consistent,"sometimes styling is not consistent or what I wanted, e.g. if I don't specify cartoon or realistic etc, it may assume and go off track",it's very slow!! and limited number of generations per day when free,31,Female,No thanks.,TRUE,FALSE
PRE00165,2,06.03.26 00:03,06.03.26 00:09,IP Address,100,334,True,06.03.26 00:09,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Describing the image verbally (spoken explanation);Using existing images (photos, illustrations, references);Googling;Gesturing or acting things out;Creating diagrams or schematics;Using physical objects or models",NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Programming help (generation or explanation);Decision support / advice,NA,More than 2 years,Less often,NA,NA,NA,ChatGPT (image generation);DALLáE;Nano Banana,NA,No,Personal use / hobby,NA,People / characters;Logos / icons / illustrations,NA,Essential priority,7,High priority,6,Essential priority,7,Somewhat priority,3,Moderate priority,5,High priority,6,Finding the right words;Unexpected or incorrect interpretations,NA,I write them entirely myself,NA,Strongly agree,7,Artistic or style references;Textelements to be displayed on the image,NA,Neither easy nor difficult,4,2-3,NA,As a tool,NA,Agree,6,Agree,6,Agree,6,Agree,6,Slightly agree,5,100,I don't work with others,NA,Generate a logo for a friend's WhatsApp group,Generating a logo for a friend's WhatsApp group,Generating schematics and diagrams of technical topics,Nothing,27,Male,No thanks.,TRUE,FALSE
PRE00177,2,05.03.26 23:35,05.03.26 23:42,IP Address,100,460,True,05.03.26 23:43,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Describing the image verbally (spoken explanation);Using existing images (photos, illustrations, references);Googling;Gesturing or acting things out;Using physical objects or models",NA,Yes,NA,NA,NA,Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Decision support / advice,NA,More than 2 years,Several times per week,NA,NA,NA,ChatGPT (image generation);Midjourney;DALLáE;Stable Diffusion (local or cloud);Leonardo / Playground / similar tools,NA,No,Personal use / hobby,NA,Logos / icons / illustrations,NA,Low priority,2,Neutral,4,Moderate priority,5,Neutral,4,Moderate priority,5,High priority,6,Knowing how to start;Finding the right words;Controlling details;Maintaining consistency across images;Unexpected or incorrect interpretations;Time spent on multiple iterations,NA,"I write them entirely myself;I ask another AI (e.g., ChatGPT) to generate prompts",NA,Somewhat agree,5,Artistic or style references,NA,Very difficult,6,More than 10,NA,As a tool,NA,Slightly disagree,3,Slightly disagree,3,Slightly disagree,3,Agree,6,Slightly disagree,3,20,"One person writes prompts, others evaluate",NA,don't remember,don't remember,don't remember,don't remember,32,Male,No thanks.,TRUE,FALSE
PRE00138,2,05.03.26 23:40,05.03.26 23:44,IP Address,100,281,True,05.03.26 23:44,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Describing the image verbally (spoken explanation);Using existing images (photos, illustrations, references);Googling;Gesturing or acting things out;Using physical objects or models",NA,Yes,NA,NA,NA,Writing and editing text;Information search and Q&A;Brainstorming ideas;Translation and language support;Programming help (generation or explanation),NA,1Ð2 years,Weekly,NA,NA,NA,ChatGPT (image generation);Nano Banana,NA,"Yes, subscription-based",Personal use / hobby;Professional work,NA,People / characters;Products / mockups;Logos / icons / illustrations,NA,Essential priority,7,High priority,6,Essential priority,7,Neutral,4,Moderate priority,5,High priority,6,Finding the right words;Unexpected or incorrect interpretations,NA,I write them entirely myself,NA,Agree,6,"Composition (e.g., perspective, framing);Textelements to be displayed on the image",NA,Somewhat difficult,5,2-3,NA,As a tool,NA,Strongly agree,7,Agree,6,Slightly agree,5,Slightly disagree,3,Neither agree nor disagree,4,100,I don't work with others,NA,Logo Creation,AI made a very good images for my ads campaign,Text based images,"As i said before, images that includes texts",29,Male,No thanks.,TRUE,FALSE
PRE00111,2,06.03.26 01:07,06.03.26 01:14,IP Address,100,423,True,06.03.26 01:14,anonymous,EN,1,"Yes, I agree to participate","Drawing or sketching by hand (on paper or digitally);Describing the image verbally (spoken explanation);Using existing images (photos, illustrations, references);Googling;Gesturing or acting things out;Using physical objects or models",NA,Yes,NA,NA,NA,Writing and editing text;Summarizing content;Creative writing or storytelling,NA,7Ð12 months,Weekly,NA,NA,NA,ChatGPT (image generation);DALLáE;Nano Banana,NA,No,Personal use / hobby;University / studies,NA,"Landscapes / environments;Photorealistic images;Style experiments (e.g., Òin the style ofÉÓ)",NA,High priority,6,High priority,6,Essential priority,7,Moderate priority,5,Neutral,4,High priority,6,Finding the right words;Controlling details;Maintaining consistency across images;Unexpected or incorrect interpretations,NA,I write them entirely myself,NA,Agree,6,"Artistic or style references;Composition (e.g., perspective, framing);Camera or photography terms;Negative prompts (explicitly stating what should not be included)",NA,Somewhat easy,3,2-3,NA,As a tool,NA,Agree,6,Slightly agree,5,Slightly agree,5,Slightly disagree,3,Slightly agree,5,90,Joint prompt writing and iteration,NA,"when I have to create a funny photo of my friendThis friend of mine often says ""I'm a rock"" so I decided to generate a photo of him with skin made of rock","This friend of mine often says ""I'm a rock"" so I decided to generate a photo of him with skin made of rock",often when I try to introduce famous people,the fact that sometimes realism is so high that it cannot be distinguished from reality,51,Female,No thanks.,TRUE,FALSE
